book_id,category,category_id
24208,Fiction,5
24209,Fiction,5
24210,History,1
24211,History,1
24212,Psychology,26
24213,Juvenile Fiction,9
24214,Science,4
24215,Fiction,5
24216,House & Home,110
24217,Biography & Autobiography,2
24218,Fiction,5
24219,Fiction,5
24220,Fiction,5
24221,Fiction,5
24222,Fiction,5
24223,Literary Criticism,115
24224,Fiction,5
24225,Religion,25
24226,Health & Fitness,75
24227,Fiction,5
24228,Religion,25
24229,"World War, 1939-1945",302
24230,True Crime,134
24231,Fiction,5
24232,Fiction,5
24233,Psychology,26
24234,History,1
24235,Biography & Autobiography,2
24236,Fiction,5
24237,Fiction,5
24238,Juvenile Nonfiction,16
24239,Fiction,5
24240,Urdu poetry,993
24241,True Crime,134
24242,Fiction,5
24243,Fiction,5
24244,Health & Fitness,75
24245,Philosophy,67
24246,Religion,25
24247,Foreign Language Study,102
24248,Language Arts & Disciplines,61
24249,Fiction,5
24250,Photography,117
24251,Biography & Autobiography,2
24252,History,1
24253,Fiction,5
24254,Fiction,5
24255,Fiction,5
24256,Biography & Autobiography,2
24257,Education,43
24258,Health & Fitness,75
24259,Fiction,5
24260,History,1
24261,Biography & Autobiography,2
24262,Fiction,5
24263,Juvenile Fiction,9
24264,Religion,25
24265,Mathematics,91
24266,Religion,25
24267,Fiction,5
24268,Biography & Autobiography,2
24269,Health & Fitness,75
24270,Fiction,5
24271,Diabetes,187
24272,Religion,25
24273,Business & Economics,21
24274,History,1
24275,Health & Fitness,75
24276,Fiction,5
24277,Language Arts & Disciplines,61
24278,Biography & Autobiography,2
24279,Fiction,5
24280,Fiction,5
24281,Juvenile Fiction,9
24282,Biography & Autobiography,2
24283,Fiction,5
24284,Juvenile Fiction,9
24285,"Body, Mind & Spirit",24
24286,Fiction,5
24287,Mathematics,91
24288,Juvenile Fiction,9
24289,Family & Relationships,65
24290,Fiction,5
24291,Fiction,5
24292,Religion,25
24293,Fiction,5
24294,Religion,25
24295,Religion,25
24296,Biography & Autobiography,2
24297,Fiction,5
24298,Biography & Autobiography,2
24299,Juvenile Nonfiction,16
24300,Technology & Engineering,109
24301,Foreign Language Study,102
24302,Fiction,5
24303,Religion,25
24304,Fiction,5
24305,"Body, Mind & Spirit",24
24306,Juvenile Fiction,9
24307,Fiction,5
24308,Fiction,5
24309,History,1
24310,Biography & Autobiography,2
24311,Fiction,5
24312,Juvenile Nonfiction,16
24313,Fiction,5
24314,History,1
24315,Biography & Autobiography,2
24316,Business & Economics,21
24317,Biography & Autobiography,2
24318,Fiction,5
24319,Biography & Autobiography,2
24320,Business & Economics,21
24321,Bibles,120
24322,Fiction,5
24323,Political Science,7
24324,Fiction,5
24325,Religion,25
24326,Fiction,5
24327,Architecture,114
24328,Fiction,5
24329,Psychology,26
24330,Fiction,5
24331,Fiction,5
24332,Biography & Autobiography,2
24333,Fiction,5
24334,New Mexico,994
24335,Religion,25
24336,Fiction,5
24337,Biography & Autobiography,2
24338,Biography & Autobiography,2
24339,Fiction,5
24340,Juvenile Fiction,9
24341,Juvenile Fiction,9
24342,Nature,66
24343,Reference,56
24344,Juvenile Fiction,9
24345,Comics & Graphic Novels,12
24346,True Crime,134
24347,Business & Economics,21
24348,Fiction,5
24349,Psychology,26
24350,Travel,85
24351,Biography & Autobiography,2
24352,Juvenile Fiction,9
24353,Juvenile Fiction,9
24354,Health & Fitness,75
24355,Juvenile Fiction,9
24356,Fiction,5
24357,Fiction,5
24358,Juvenile Fiction,9
24359,Religion,25
24360,Family & Relationships,65
24361,Young Adult Fiction,10
24362,Juvenile Fiction,9
24363,Fiction,5
24364,Health & Fitness,75
24365,Fiction,5
24366,Philosophy,67
24367,Fiction,5
24368,Gardening,89
24369,Fiction,5
24370,Architecture,114
24371,Cooking,44
24372,Business & Economics,21
24373,Fiction,5
24374,History,1
24375,Fiction,5
24376,Biography & Autobiography,2
24377,Juvenile Nonfiction,16
24378,Political Science,7
24379,Fiction,5
24380,Family & Relationships,65
24381,Fiction,5
24382,Fiction,5
24383,Travel,85
24384,Science,4
24385,Juvenile Fiction,9
24386,Fiction,5
24387,Juvenile Fiction,9
24388,"Body, Mind & Spirit",24
24389,Juvenile Fiction,9
24390,Fiction,5
24391,Fiction,5
24392,Fiction,5
24393,Fiction,5
24394,Drama,129
24395,Juvenile Fiction,9
24396,Family & Relationships,65
24397,Cooking,44
24398,Biography & Autobiography,2
24399,Self-Help,107
24400,Travel,85
24401,Religion,25
24402,Juvenile Nonfiction,16
24403,Religion,25
24404,Fiction,5
24405,Sports & Recreation,71
24406,Juvenile Fiction,9
24407,Fiction,5
24408,Biography & Autobiography,2
24409,RELIGION,995
24410,Juvenile Fiction,9
24411,Fiction,5
24412,Fiction,5
24413,Biography & Autobiography,2
24414,Fiction,5
24415,Fiction,5
24416,Fiction,5
24417,AIDS (Disease),996
24418,Juvenile Fiction,9
24419,Poetry,18
24420,History,1
24421,Children's stories,37
24422,Business & Economics,21
24423,Business & Economics,21
24424,Literary Criticism,115
24425,Fiction,5
24426,Business & Economics,21
24427,True Crime,134
24428,Biography & Autobiography,2
24429,Juvenile Nonfiction,16
24430,Education,43
24431,Psychology,26
24432,Fiction,5
24433,History,1
24434,Fiction,5
24435,Biography & Autobiography,2
24436,Music,57
24437,Poetry,18
24438,Fiction,5
24439,Biography & Autobiography,2
24440,Juvenile Nonfiction,16
24441,Juvenile Fiction,9
24442,Political Science,7
24443,Religion,25
24444,Political Science,7
24445,Juvenile Nonfiction,16
24446,Juvenile Nonfiction,16
24447,Fiction,5
24448,Fiction,5
24449,Religion,25
24450,Political Science,7
24451,Architecture,114
24452,True Crime,134
24453,Fiction,5
24454,Fiction,5
24455,Biography & Autobiography,2
24456,Fiction,5
24457,Juvenile Fiction,9
24458,Computers,35
24459,Juvenile Fiction,9
24460,Religion,25
24461,Young Adult Fiction,10
24462,Fiction,5
24463,Juvenile Fiction,9
24464,Fiction,5
24465,Psychology,26
24466,Fiction,5
24467,Poetry,18
24468,Biography & Autobiography,2
24469,History,1
24470,Fiction,5
24471,"Body, Mind & Spirit",24
24472,Psychology,26
24473,History,1
24474,Literary Criticism,115
24475,Religion,25
24476,Religion,25
24477,Fiction,5
24478,Health & Fitness,75
24479,Drama,129
24480,Fiction,5
24481,Computers,35
24482,Young Adult Nonfiction,13
24483,Psychology,26
24484,Juvenile Fiction,9
24485,Juvenile Fiction,9
24486,Biography & Autobiography,2
24487,Juvenile Fiction,9
24488,Travel,85
24489,Fiction,5
24490,Fiction,5
24491,Fiction,5
24492,Foreign Language Study,102
24493,Fiction,5
24494,Humor,64
24495,Biography & Autobiography,2
24496,History,1
24497,Juvenile Fiction,9
24498,History,1
24499,Fiction,5
24500,Fiction,5
24501,Travel,85
24502,Sports & Recreation,71
24503,Political Science,7
24504,Young Adult Fiction,10
24505,"Body, Mind & Spirit",24
24506,Fiction,5
24507,Family & Relationships,65
24508,Fiction,5
24509,Fiction,5
24510,Religion,25
24511,Psychology,26
24512,History,1
24513,Fiction,5
24514,Computers,35
24515,Fiction,5
24516,Fiction,5
24517,Fiction,5
24518,Family & Relationships,65
24519,Fiction,5
24520,Biography & Autobiography,2
24521,Philosophy,67
24522,Computers,35
24523,Fiction,5
24524,Fiction,5
24525,Biography & Autobiography,2
24526,Fiction,5
24527,Crafts & Hobbies,82
24528,Fiction,5
24529,Biography & Autobiography,2
24530,Fiction,5
24531,Fiction,5
24532,Music,57
24533,Humor,64
24534,Religion,25
24535,History,1
24536,Fiction,5
24537,Religion,25
24538,Fiction,5
24539,Fiction,5
24540,Social Science,94
24541,Biography & Autobiography,2
24542,Biography & Autobiography,2
24543,Fiction,5
24544,Fiction,5
24545,Juvenile Nonfiction,16
24546,Psychology,26
24547,Fiction,5
24548,Science,4
24549,Fiction,5
24550,Religion,25
24551,True Crime,134
24552,Literary Criticism,115
24553,"Body, Mind & Spirit",24
24554,Religion,25
24555,Business & Economics,21
24556,Fiction,5
24557,"Body, Mind & Spirit",24
24558,Fiction,5
24559,Business & Economics,21
24560,Fiction,5
24561,Fiction,5
24562,History,1
24563,Literary Criticism,115
24564,Drama,129
24565,Fiction,5
24566,Fiction,5
24567,Fiction,5
24568,Fiction,5
24569,Cooking,44
24570,Science,4
24571,Fiction,5
24572,Fiction,5
24573,Fiction,5
24574,Fiction,5
24575,Biography & Autobiography,2
24576,Juvenile Nonfiction,16
24577,Fiction,5
24578,Juvenile Fiction,9
24579,History,1
24580,Fiction,5
24581,Biography & Autobiography,2
24582,Fiction,5
24583,Fiction,5
24584,Religion,25
24585,Fiction,5
24586,Science,4
24587,Business & Economics,21
24588,Crafts & Hobbies,82
24589,Fiction,5
24590,Literary Criticism,115
24591,Reference,56
24592,Family & Relationships,65
24593,Fiction,5
24594,Religion,25
24595,Fiction,5
24596,Reference,56
24597,History,1
24598,Biography & Autobiography,2
24599,Fiction,5
24600,Fiction,5
24601,History,1
24602,Fiction,5
24603,Social Science,94
24604,Poetry,18
24605,History,1
24606,Literary Collections,32
24607,Health & Fitness,75
24608,Fiction,5
24609,Biography & Autobiography,2
24610,Health & Fitness,75
24611,Religion,25
24612,History,1
24613,Health & Fitness,75
24614,Religion,25
24615,Fiction,5
24616,Technology & Engineering,109
24617,Fiction,5
24618,Fiction,5
24619,Health & Fitness,75
24620,Fiction,5
24621,Fiction,5
24622,Literary Collections,32
24623,Music,57
24624,Cornwall (England : County),69
24625,Poetry,18
24626,Religion,25
24627,Juvenile Fiction,9
24628,Fiction,5
24629,Fiction,5
24630,Fiction,5
24631,Comics & Graphic Novels,12
24632,History,1
24633,Fiction,5
24634,Business & Economics,21
24635,Fiction,5
24636,Education,43
24637,Self-Help,107
24638,Family & Relationships,65
24639,Fiction,5
24640,Science,4
24641,History,1
24642,History,1
24643,Juvenile Fiction,9
24644,Juvenile Fiction,9
24645,Architecture,114
24646,Fiction,5
24647,Juvenile Fiction,9
24648,History,1
24649,"Body, Mind & Spirit",24
24650,Religion,25
24651,Biography & Autobiography,2
24652,Fiction,5
24653,Biography & Autobiography,2
24654,Fiction,5
24655,History,1
24656,Juvenile Fiction,9
24657,History,1
24658,Performing Arts,139
24659,Fiction,5
24660,History,1
24661,Humor,64
24662,Religion,25
24663,Fiction,5
24664,Juvenile Fiction,9
24665,History,1
24666,Juvenile Fiction,9
24667,Philosophy,67
24668,Business & Economics,21
24669,Fiction,5
24670,Fiction,5
24671,Biography & Autobiography,2
24672,History,1
24673,Juvenile Fiction,9
24674,Fiction,5
24675,Health & Fitness,75
24676,Study Aids,144
24677,Religion,25
24678,Fiction,5
24679,History,1
24680,Fiction,5
24681,Fiction,5
24682,"Body, Mind & Spirit",24
24683,Fiction,5
24684,Business & Economics,21
24685,Religion,25
24686,Fiction,5
24687,History,1
24688,Family & Relationships,65
24689,Biography & Autobiography,2
24690,Self-Help,107
24691,Family & Relationships,65
24692,Performing Arts,139
24693,Science,4
24694,Juvenile Fiction,9
24695,Juvenile Fiction,9
24696,Nature,66
24697,Young Adult Fiction,10
24698,Fiction,5
24699,Religion,25
24700,Philosophy,67
24701,"Body, Mind & Spirit",24
24702,Poetry,18
24703,Fiction,5
24704,Fiction,5
24705,Fiction,5
24706,Language Arts & Disciplines,61
24707,Language Arts & Disciplines,61
24708,Fiction,5
24709,Religion,25
24710,Poetry,18
24711,True Crime,134
24712,Social Science,94
24713,Science,4
24714,Juvenile Fiction,9
24715,Business & Economics,21
24716,Science,4
24717,Literary Criticism,115
24718,Fiction,5
24719,"Body, Mind & Spirit",24
24720,Fiction,5
24721,Fiction,5
24722,Philosophy,67
24723,Literary Collections,32
24724,Fiction,5
24725,Fiction,5
24726,Fiction,5
24727,Crafts & Hobbies,82
24728,Biography & Autobiography,2
24729,Literary Criticism,115
24730,Religion,25
24731,Fiction,5
24732,Computers,35
24733,History,1
24734,History,1
24735,Sports & Recreation,71
24736,Computers,35
24737,Political Science,7
24738,Fiction,5
24739,Religion,25
24740,Fiction,5
24741,Fiction,5
24742,Biography & Autobiography,2
24743,Fiction,5
24744,Juvenile Fiction,9
24745,Business & Economics,21
24746,Humor,64
24747,Fiction,5
24748,Fiction,5
24749,Fiction,5
24750,Psychology,26
24751,Juvenile Fiction,9
24752,Fiction,5
24753,History,1
24754,Fiction,5
24755,Health & Fitness,75
24756,Computers,35
24757,Juvenile Nonfiction,16
24758,Business & Economics,21
24759,History,1
24760,Self-Help,107
24761,Self-Help,107
24762,Fiction,5
24763,Biography & Autobiography,2
24764,Fiction,5
24765,Poetry,18
24766,Fiction,5
24767,Juvenile Fiction,9
24768,Language Arts & Disciplines,61
24769,History,1
24770,Juvenile Fiction,9
24771,Fiction,5
24772,Biography & Autobiography,2
24773,Fiction,5
24774,Science,4
24775,Fiction,5
24776,Fiction,5
24777,Juvenile Fiction,9
24778,Cooking,44
24779,Health & Fitness,75
24780,Humor,64
24781,Fiction,5
24782,Education,43
24783,Fiction,5
24784,Juvenile Fiction,9
24785,Fiction,5
24786,Fiction,5
24787,Biography & Autobiography,2
24788,Computers,35
24789,Religion,25
24790,History,1
24791,Religion,25
24792,Philosophy,67
24793,Nature,66
24794,Juvenile Fiction,9
24795,Fiction,5
24796,Fiction,5
24797,Juvenile Nonfiction,16
24798,Juvenile Fiction,9
24799,Young Adult Fiction,10
24800,Fiction,5
24801,Performing Arts,139
24802,Computers,35
24803,Fiction,5
24804,Computers,35
24805,Performing Arts,139
24806,Religion,25
24807,History,1
24808,Fiction,5
24809,Psychology,26
24810,Juvenile Nonfiction,16
24811,Juvenile Fiction,9
24812,Fiction,5
24813,Fiction,5
24814,Poetry,18
24815,Fiction,5
24816,Fiction,5
24817,Fiction,5
24818,Business & Economics,21
24819,Juvenile Nonfiction,16
24820,Performing Arts,139
24821,Science,4
24822,Self-Help,107
24823,Education,43
24824,Juvenile Fiction,9
24825,Travel,85
24826,Fiction,5
24827,History,1
24828,Family & Relationships,65
24829,Juvenile Nonfiction,16
24830,Religion,25
24831,Language Arts & Disciplines,61
24832,"Body, Mind & Spirit",24
24833,Fiction,5
24834,History,1
24835,Performing Arts,139
24836,Fiction,5
24837,Cooking,44
24838,Biography & Autobiography,2
24839,Nature,66
24840,Fiction,5
24841,Technology & Engineering,109
24842,Juvenile Fiction,9
24843,Fiction,5
24844,Social Science,94
24845,Fiction,5
24846,"Body, Mind & Spirit",24
24847,Fiction,5
24848,Religion,25
24849,History,1
24850,Religion,25
24851,Fiction,5
24852,Fiction,5
24853,Fiction,5
24854,Juvenile Fiction,9
24855,Cooking,44
24856,Juvenile Fiction,9
24857,Biography & Autobiography,2
24858,Fiction,5
24859,Fiction,5
24860,History,1
24861,Biography & Autobiography,2
24862,Literary Collections,32
24863,Family & Relationships,65
24864,Music,57
24865,Education,43
24866,Cooking,44
24867,Fiction,5
24868,Music,57
24869,Self-Help,107
24870,Psychology,26
24871,Biography & Autobiography,2
24872,Social Science,94
24873,Religion,25
24874,Juvenile Fiction,9
24875,Fiction,5
24876,Fiction,5
24877,Business & Economics,21
24878,Performing Arts,139
24879,Juvenile Fiction,9
24880,Philosophy,67
24881,Religion,25
24882,Juvenile Fiction,9
24883,Family & Relationships,65
24884,Biography & Autobiography,2
24885,Biography & Autobiography,2
24886,Juvenile Fiction,9
24887,Fiction,5
24888,Religion,25
24889,Fiction,5
24890,Fiction,5
24891,Fiction,5
24892,Philosophy,67
24893,Fiction,5
24894,Religion,25
24895,Fiction,5
24896,Juvenile Nonfiction,16
24897,Juvenile Fiction,9
24898,Religion,25
24899,Fiction,5
24900,Cooking,44
24901,Young Adult Fiction,10
24902,Biography & Autobiography,2
24903,Juvenile Fiction,9
24904,Fiction,5
24905,Birthday parties,997
24906,Fiction,5
24907,Language Arts & Disciplines,61
24908,Religion,25
24909,Fiction,5
24910,Biography & Autobiography,2
24911,Technology & Engineering,109
24912,Education,43
24913,Religion,25
24914,Fiction,5
24915,Fiction,5
24916,Performing Arts,139
24917,Computers,35
24918,History,1
24919,Fiction,5
24920,Young Adult Fiction,10
24921,Business & Economics,21
24922,Nature,66
24923,Juvenile Fiction,9
24924,"Body, Mind & Spirit",24
24925,Fiction,5
24926,Psychology,26
24927,"Body, Mind & Spirit",24
24928,History,1
24929,Fiction,5
24930,Cooking,44
24931,Biography & Autobiography,2
24932,Juvenile Fiction,9
24933,Fiction,5
24934,Fiction,5
24935,Fiction,5
24936,Biography & Autobiography,2
24937,Juvenile Fiction,9
24938,Business & Economics,21
24939,Religion,25
24940,Juvenile Nonfiction,16
24941,Literary Collections,32
24942,Comics & Graphic Novels,12
24943,Juvenile Fiction,9
24944,Computers,35
24945,Fiction,5
24946,Fiction,5
24947,Health & Fitness,75
24948,Juvenile Fiction,9
24949,Juvenile Fiction,9
24950,Health & Fitness,75
24951,Juvenile Fiction,9
24952,Language Arts & Disciplines,61
24953,Games & Activities,83
24954,Juvenile Fiction,9
24955,Comics & Graphic Novels,12
24956,Fiction,5
24957,Europe,99
24958,Juvenile Fiction,9
24959,Religion,25
24960,Fiction,5
24961,Cooking,44
24962,Family & Relationships,65
24963,Humor,64
24964,Fiction,5
24965,Business & Economics,21
24966,Technology & Engineering,109
24967,Biography & Autobiography,2
24968,Religion,25
24969,Literary Criticism,115
24970,"Body, Mind & Spirit",24
24971,Biography & Autobiography,2
24972,Humor,64
24973,Juvenile Fiction,9
24974,Juvenile Fiction,9
24975,Drama,129
24976,Juvenile Fiction,9
24977,Travel,85
24978,Fiction,5
24979,Crafts & Hobbies,82
24980,Fiction,5
24981,Juvenile Fiction,9
24982,Fiction,5
24983,Biography & Autobiography,2
24984,Fiction,5
24985,Juvenile Fiction,9
24986,Juvenile Fiction,9
24987,Biography & Autobiography,2
24988,Fiction,5
24989,History,1
24990,Psychology,26
24991,Computers,35
24992,Biography & Autobiography,2
24993,Computers,35
24994,Computers,35
24995,Fiction,5
24996,Juvenile Fiction,9
24997,History,1
24998,Biography & Autobiography,2
24999,Business & Economics,21
25000,Juvenile Fiction,9
25001,Fiction,5
25002,Travel,85
25003,Fiction,5
25004,Crafts & Hobbies,82
25005,Fiction,5
25006,Humor,64
25007,Fiction,5
25008,Computers,35
25009,Fiction,5
25010,Fiction,5
25011,Poetry,18
25012,Young Adult Fiction,10
25013,Young Adult Fiction,10
25014,Self-Help,107
25015,Fiction,5
25016,Religion,25
25017,Fiction,5
25018,Juvenile Fiction,9
25019,Young Adult Fiction,10
25020,Fiction,5
25021,Fiction,5
25022,Health & Fitness,75
25023,Religion,25
25024,Literary Criticism,115
25025,Nature,66
25026,Cooking,44
25027,Fiction,5
25028,Self-Help,107
25029,Nature,66
25030,Fiction,5
25031,Fiction,5
25032,Biography & Autobiography,2
25033,History,1
25034,Fiction,5
25035,"Body, Mind & Spirit",24
25036,Fiction,5
25037,Philosophy,67
25038,Juvenile Fiction,9
25039,History,1
25040,Fiction,5
25041,Biography & Autobiography,2
25042,Fiction,5
25043,Biography & Autobiography,2
25044,"Body, Mind & Spirit",24
25045,Health & Fitness,75
25046,Religion,25
25047,Religion,25
25048,Fiction,5
25049,Fiction,5
25050,Young Adult Fiction,10
25051,Religion,25
25052,Fiction,5
25053,Humor,64
25054,History,1
25055,Psychology,26
25056,Juvenile Fiction,9
25057,Biography & Autobiography,2
25058,Religion,25
25059,History,1
25060,Fiction,5
25061,Fiction,5
25062,Political Science,7
25063,Music,57
25064,Religion,25
25065,Fiction,5
25066,Self-Help,107
25067,Biography & Autobiography,2
25068,Medical,81
25069,Fiction,5
25070,Health & Fitness,75
25071,History,1
25072,Philosophy,67
25073,Fiction,5
25074,Humor,64
25075,"Body, Mind & Spirit",24
25076,Fiction,5
25077,Fiction,5
25078,Biography & Autobiography,2
25079,Fiction,5
25080,Fiction,5
25081,Families,127
25082,Fiction,5
25083,Psychology,26
25084,Mathematics,91
25085,Fiction,5
25086,Games & Activities,83
25087,Fiction,5
25088,Cooking,44
25089,Juvenile Nonfiction,16
25090,Fiction,5
25091,History,1
25092,Religion,25
25093,Juvenile Fiction,9
25094,True Crime,134
25095,Fiction,5
25096,Fiction,5
25097,Pets,140
25098,Fiction,5
25099,Travel,85
25100,Fiction,5
25101,Fiction,5
25102,Juvenile Fiction,9
25103,Literary Criticism,115
25104,Fiction,5
25105,Fiction,5
25106,Juvenile Fiction,9
25107,Science,4
25108,Fiction,5
25109,Fiction,5
25110,Humor,64
25111,Biography & Autobiography,2
25112,Biography & Autobiography,2
25113,"Body, Mind & Spirit",24
25114,Juvenile Nonfiction,16
25115,Nature,66
25116,Fiction,5
25117,Religion,25
25118,History,1
25119,Fiction,5
25120,Music,57
25121,History,1
25122,History,1
25123,True Crime,134
25124,Comics & Graphic Novels,12
25125,Fiction,5
25126,Religion,25
25127,Fiction,5
25128,Religion,25
25129,Fiction,5
25130,Fiction,5
25131,History,1
25132,Language Arts & Disciplines,61
25133,Fiction,5
25134,Health & Fitness,75
25135,Literary Criticism,115
25136,Political Science,7
25137,Juvenile Fiction,9
25138,History,1
25139,Juvenile Fiction,9
25140,History,1
25141,Medical,81
25142,Health & Fitness,75
25143,Fiction,5
25144,Health & Fitness,75
25145,Juvenile Fiction,9
25146,Juvenile Nonfiction,16
25147,Cooking,44
25148,Comics & Graphic Novels,12
25149,Cooking,44
25150,"Body, Mind & Spirit",24
25151,Family & Relationships,65
25152,Literary Criticism,115
25153,History,1
25154,Fiction,5
25155,Biography & Autobiography,2
25156,Biography & Autobiography,2
25157,Family & Relationships,65
25158,Fiction,5
25159,Religion,25
25160,Religion,25
25161,Comics & Graphic Novels,12
25162,Biography & Autobiography,2
25163,Fiction,5
25164,Social Science,94
25165,Fiction,5
25166,Fiction,5
25167,Fiction,5
25168,Health & Fitness,75
25169,Comics & Graphic Novels,12
25170,Juvenile Fiction,9
25171,Poetry,18
25172,Religion,25
25173,Religion,25
25174,Medical,81
25175,Religion,25
25176,Biography & Autobiography,2
25177,Juvenile Fiction,9
25178,Fiction,5
25179,Sports & Recreation,71
25180,Religion,25
25181,Fiction,5
25182,Cooking,44
25183,Art,53
25184,Juvenile Fiction,9
25185,Fiction,5
25186,Juvenile Fiction,9
25187,Fiction,5
25188,Design,78
25189,Juvenile Nonfiction,16
25190,Religion,25
25191,Self-Help,107
25192,Nature,66
25193,Fiction,5
25194,Fiction,5
25195,Fiction,5
25196,Religion,25
25197,Religion,25
25198,Transportation,74
25199,Cooking,44
25200,Philosophy,67
25201,Religion,25
25202,Juvenile Nonfiction,16
25203,Fiction,5
25204,Fiction,5
25205,Fiction,5
25206,Philosophy,67
25207,Self-Help,107
25208,Architecture,114
25209,Fiction,5
25210,Juvenile Fiction,9
25211,Juvenile Fiction,9
25212,Juvenile Nonfiction,16
25213,Juvenile Fiction,9
25214,Family & Relationships,65
25215,Fiction,5
25216,Fiction,5
25217,Religion,25
25218,Fiction,5
25219,Language Arts & Disciplines,61
25220,Fiction,5
25221,Juvenile Nonfiction,16
25222,Science,4
25223,Young Adult Fiction,10
25224,Business & Economics,21
25225,Fiction,5
25226,Biography & Autobiography,2
25227,Fiction,5
25228,Juvenile Fiction,9
25229,Juvenile Nonfiction,16
25230,Religion,25
25231,Fiction,5
25232,Biography & Autobiography,2
25233,Family & Relationships,65
25234,Juvenile Nonfiction,16
25235,Study Aids,144
25236,History,1
25237,Fiction,5
25238,Religion,25
25239,History,1
25240,Cooking,44
25241,Literary Collections,32
25242,Poetry,18
25243,Juvenile Fiction,9
25244,Literary Criticism,115
25245,Juvenile Fiction,9
25246,Fiction,5
25247,Fiction,5
25248,Poetry,18
25249,History,1
25250,Poetry,18
25251,Juvenile Fiction,9
25252,History,1
25253,Juvenile Fiction,9
25254,Comics & Graphic Novels,12
25255,Biography & Autobiography,2
25256,Fiction,5
25257,Juvenile Fiction,9
25258,Biography & Autobiography,2
25259,Fiction,5
25260,Fiction,5
25261,Biography & Autobiography,2
25262,Fiction,5
25263,Biography & Autobiography,2
25264,Reference,56
25265,Fiction,5
25266,Fiction,5
25267,History,1
25268,Fiction,5
25269,Fiction,5
25270,Education,43
25271,Fiction,5
25272,Science,4
25273,Crafts & Hobbies,82
25274,Religion,25
25275,Religion,25
25276,Religion,25
25277,Fiction,5
25278,Fiction,5
25279,Juvenile Fiction,9
25280,History,1
25281,Juvenile Nonfiction,16
25282,Juvenile Fiction,9
25283,Biography & Autobiography,2
25284,Philosophy,67
25285,Fiction,5
25286,Juvenile Fiction,9
25287,Fiction,5
25288,Juvenile Nonfiction,16
25289,Juvenile Fiction,9
25290,Fiction,5
25291,Fiction,5
25292,Fiction,5
25293,Humor,64
25294,Political Science,7
25295,Religion,25
25296,Biography & Autobiography,2
25297,Travel,85
25298,Comics & Graphic Novels,12
25299,Religion,25
25300,Fiction,5
25301,Drama,129
25302,Language Arts & Disciplines,61
25303,Pets,140
25304,Fiction,5
25305,Fiction,5
25306,Religion,25
25307,Religion,25
25308,Marijuana,998
25309,Cooking,44
25310,Fiction,5
25311,History,1
25312,Fiction,5
25313,Education,43
25314,History,1
25315,Reference,56
25316,History,1
25317,Reference,56
25318,Education,43
25319,Fiction,5
25320,Mathematics,91
25321,Juvenile Fiction,9
25322,Young Adult Fiction,10
25323,Computers,35
25324,Fiction,5
25325,Fiction,5
25326,Travel,85
25327,Art,53
25328,Fiction,5
25329,Religion,25
25330,Fiction,5
25331,Sports & Recreation,71
25332,Technology & Engineering,109
25333,Juvenile Fiction,9
25334,Reference,56
25335,Computers,35
25336,Social Science,94
25337,Fiction,5
25338,Fiction,5
25339,Fiction,5
25340,Mathematics,91
25341,Fiction,5
25342,Religion,25
25343,Fiction,5
25344,Fiction,5
25345,Literary Collections,32
25346,Fiction,5
25347,Health & Fitness,75
25348,Mathematics,91
25349,Nature,66
25350,Religion,25
25351,History,1
25352,Business & Economics,21
25353,Biography & Autobiography,2
25354,Biography & Autobiography,2
25355,Technology & Engineering,109
25356,Fiction,5
25357,Science,4
25358,Juvenile Fiction,9
25359,Fiction,5
25360,Fiction,5
25361,Juvenile Fiction,9
25362,Fiction,5
25363,Fiction,5
25364,Art,53
25365,Medical,81
25366,Poetry,18
25367,Philosophy,67
25368,Fiction,5
25369,Fiction,5
25370,"Body, Mind & Spirit",24
25371,Philosophy,67
25372,Sports & Recreation,71
25373,Fiction,5
25374,Fiction,5
25375,Juvenile Fiction,9
25376,History,1
25377,Poetry,18
25378,Biography & Autobiography,2
25379,Science,4
25380,Religion,25
25381,Fiction,5
25382,History,1
25383,Family & Relationships,65
25384,Sports & Recreation,71
25385,Fiction,5
25386,"Body, Mind & Spirit",24
25387,Fiction,5
25388,"Body, Mind & Spirit",24
25389,Fiction,5
25390,Political Science,7
25391,Fiction,5
25392,Fiction,5
25393,Literary Collections,32
25394,Fiction,5
25395,Religion,25
25396,Music,57
25397,Antiques & Collectibles,113
25398,Language Arts & Disciplines,61
25399,History,1
25400,Juvenile Nonfiction,16
25401,Travel,85
25402,Social Science,94
25403,Juvenile Nonfiction,16
25404,Fiction,5
25405,Medical,81
25406,Cooking,44
25407,Education,43
25408,Games & Activities,83
25409,Fiction,5
25410,Business & Economics,21
25411,Fiction,5
25412,Science,4
25413,Fiction,5
25414,Juvenile Fiction,9
25415,Religion,25
25416,Fiction,5
25417,Fiction,5
25418,Games & Activities,83
25419,Social Science,94
25420,Biography & Autobiography,2
25421,Business & Economics,21
25422,Religion,25
25423,Technology & Engineering,109
25424,Foreign Language Study,102
25425,Family & Relationships,65
25426,Pets,140
25427,Fiction,5
25428,History,1
25429,Crafts & Hobbies,82
25430,Fiction,5
25431,Political Science,7
25432,Fiction,5
25433,Architecture,114
25434,Business & Economics,21
25435,Education,43
25436,Juvenile Fiction,9
25437,Fiction,5
25438,History,1
25439,Juvenile Fiction,9
25440,Biography & Autobiography,2
25441,Reference,56
25442,Language Arts & Disciplines,61
25443,Fiction,5
25444,Religion,25
25445,History,1
