author,author_id
Brian Frederiksen,9045
Mel Silberman,9046
Melvin L. Silberman,9047
Mark Casey,9048
Mike Casey,9049
Judith Herbst,9050
R. Kearney,9051
Meredith McCarty,9052
Homer Mozart,9053
Raymond Murray,9054
Peter Berresford Ellis,9055
Albin Lesky,9056
Mervyn McLean,9057
Associate Professor of Ethnomusiocology and Head of Archive of Maori and Pacific Music Mervyn McLean,9058
Linda Schelbitzki Pickle,9059
William Isaac Thomas,9060
Florian Znaniecki,9061
Grace Palladino,9062
Rhoda Blumberg,9063
Frank T. Thompson,9064
Kathy Braidhill,9065
Kristin Luker,9066
George Brinton Thomas (Jr.),9067
Maurice D. Weir,9068
John F. Roscoe,9069
Ned Roscoe,9070
John Bradshaw,9071
Harry Combs,9072
Judith W. Rosenthal,9073
Willy Pogány,9074
James Prosek,9075
Robert Shaw,9076
Michael Ridpath,9077
Bill Flanagan,9078
Tina Sohn,9079
Robert C. Sohn,9080
Susanna Tamaro,9081
Rowan Robinson,9082
Ed McClanahan,9083
Marc Cerasini,9084
Halina Birenbaum,9085
Harold Pinter,9086
Mel Gussow,9087
Janet L. Stringer,9088
Susan Winebrenner,9089
Michael Coleman,9090
Pratibha Parmar,9091
Michael L. Hadley,9092
Robert Neil Huebert,9093
F. W. Crickard,9094
McNulty Professor in the Poetics Program and Research Professor of Anthropology Dennis Tedlock,9095
Popol Vuh,9096
Kensho Furuya,9097
Stamatios V. Kartalopoulos,9098
Geraldine Harris,9099
Gail Gibbons,9100
Jasen Emmons,9101
Pema Dorjee,9102
Mary Wanless,9103
J. F. Humphreys,9104
Qing Liu,9105
John F. Humphreys,9106
Joe Heiman,9107
Peter Stanford,9108
Gerald Gardner,9109
Harriet Modell Gardner,9110
Kuthumi,9111
Kuthumi Kul,9112
Djwal Kul,9113
Kristina Cordero,9114
Ian Dunbar,9115
John B. Miner,9116
Leila Castle,9117
Neil Rackham,9118
Lawrence G. Friedman,9119
Richard Ruff,9120
Erik Satie,9121
Selma H. Fraiberg,9122
Allan Fowler,9123
Mridula Mitra Vyas,9124
Bruce Goldberg,9125
Thomas Hal Phillips,9126
Thomas Burns McArthur,9127
Roshan McArthur,9128
Bernard Wilkie,9129
David Emblidge,9130
Stephen F. Knott,9131
Gregory B. Lee,9132
Julian Colbeck,9133
Robert Jordan,9134
Reagan O'Neal,9135
Kathleen Marie Higgins,9136
Rebecca W. Bushnell,9137
Tristan Jones,9138
David Hatcher Childress,9139
Jeff Ripple,9140
Michael Okuda,9141
Denise Okuda,9142
Dominique Moceanu,9143
Steve Woodward,9144
Géza Takács,9145
Mojtaba Kazazi,9146
Junior League of Houston,9147
Jancis Robinson,9148
Gary Hoppenstand,9149
Ray Broadus Browne,9150
V. Philips Long,9151
Moisés Silva,9152
Kathy Marks,9153
Paul Richards,9154
International African Institute,9155
Doris Wild Helmering,9156
Tej K. Bhatia,9157
Constance Weaver,9158
John Casti,9159
Pierre Boulez,9160
Jean Vermeil,9161
Robert B. Zeuschner,9162
Max Lucado,9163
Michael Card,9164
A. R. Edmonds,9165
Saint Joan (of Arc),9166
Peter Hinchliffe,9167
Carl Sandburg,9168
Oscar Zarate,9169
Thomas Petzinger,9170
Paul Adirex,9171
Barbara G. Walker,9172
Saint Thérèse of Lisieux,9173
John Welwood,9174
Michael Coren,9175
Swami Satyananda Saraswati,9176
James B. Twitchell,9177
Roger L. Nichols,9178
David M. Reimers,9179
Roger L.. Nichols,9180
Cheryll Glotfelty,9181
Harold Fromm,9182
Rachel Lee,9183
Frederick S. Leahy,9184
Anne Bruner Eales,9185
Jed Hartman,9186
Josie Wernecke,9187
Glenn Liebman,9188
Elizabeth Levy,9189
Judy Chicago,9190
J. M. DeMatteis,9191
Peter T. Daniels,9192
William Bright,9193
Joscelyn Godwin,9194
George Mair,9195
Nikola K. Kasabov,9196
Patricia Ryan,9197
Barbara Kingsolver,9198
John Villani,9199
Daniel G. Payne,9200
George R. McGhee,9201
Vivian Olausen,9202
Bill Readings,9203
Rosa Lo San Ross,9204
Martin Jacobs,9205
Christopher Ondaatje,9206
Michael Patrick Hearn,9207
Trinkett Clark,9208
Henry Nichols Blake Clark,9209
Louise Mirrer,9210
Louise Mirrer Singer,9211
Jean Paré,9212
Peter Gay,9213
Homer H. Hickam,9214
Kevin S. Kiernan,9215
Kevin Kopelson,9216
Ernesto Laclau,9217
Jerry Stanley,9218
Brandt Aymar,9219
Edward Sagarin,9220
Bernardo Bertolucci,9221
Donna Williams,9222
Charley Kempthorne,9223
Vivian Scott Hixson,9224
Richard G. Beauchamp,9225
Paul Binski,9226
Michael Harrison,9227
Christopher Stuart-Clark,9228
Alan Barnard,9229
Jonathan Spencer,9230
Ann Landers,9231
Syoko Watanabe,9232
Craig Eisendrath,9233
Gavin Lambert,9234
Joseph J. Bavaro,9235
Thomas L. Mossman,9236
April Stevens,9237
Mary Beth Norton,9238
Ken Grauer,9239
Daniel Cavallaro,9240
Kelly Milner Halls,9241
Ernst Hans Gombrich,9242
Francine Rivers,9243
Lee H. Whittlesey,9244
Mikal Gilmore,9245
Fawn McKay Brodie,9246
Arnold Rampersad,9247
David Ernest Roessel,9248
Oswald Chambers,9249
George Smith Patton,9250
Paul Donal Harkins,9251
Bryan Talbot,9252
Erich Gamma,9253
Richard Helm,9254
Ralph Johnson,9255
Ralph E.. Johnson,9256
John Vlissides,9257
Zenna Henderson,9258
Mark Olson,9259
William John Bennett,9260
Wisława Szymborska,9261
Stanisaw Baranczak,9262
Susan Jeanne Douglas,9263
Benson John Lossing,9264
Peter H©ıeg,9265
Lane Smith,9266
Eric Kandel,9267
James Harris Schwartz,9268
Thomas M. Jessell,9269
Thomas M Jessell,9270
Niklas Luhmann,9271
Alexander Strauch,9272
Linda Nagata,9273
Kevin Orlin Johnson,9274
Terry Waite,9275
Tanya Huff,9276
Elizabeth Rice Handford,9277
Anne Harmar Groton,9278
James M. May,9279
Edith Penrose,9280
Edith Tilton Penrose,9281
Emeritus Professor of Economics School of Oriental and African Studies Edith T Penrose,9282
Nathaniel Branden,9283
Michelle West,9284
Emma Tennant,9285
Hilda Schiff,9286
Monica Wood,9287
Charlie Kaufman,9288
Radia Perlman,9289
Mike Speciner,9290
Michael Speciner,9291
Gene Wolfe,9292
Paul W. Brand,9293
Gloria Anzaldúa,9294
Denise Domning,9295
Henry Campbell Black,9296
Will Self,9297
Richard Lee Byers,9298
Juan Felipe Herrera,9299
Sigrid Undset,9300
Kimberlé Crenshaw,9301
Neil Gotanda,9302
Garry Peller,9303
Kendall Thomas,9304
Andrew Dornenburg,9305
Karen Page,9306
Carol Reed-Jones,9307
Dave Hughes,9308
John D. Nichols,9309
Jane S. Fancher,9310
Gayle Greeno,9311
Jeanne Betancourt,9312
Doug Moench,9313
Marianne Wiggins,9314
Linda Beech,9315
Mrs. Fisher,9316
Theodore Roszak,9317
Mary E. Gomes,9318
Allen D. Kanner,9319
David S. Ariel,9320
Francis Fukuyama,9321
University of California Los Angeles,9322
Donald Cosentino,9323
Alexander von Humboldt,9324
Edward Robb Ellis,9325
John F. Love,9326
Daniel Keyes,9327
Phillip Lopate,9328
Caroline Kennedy-Pipe,9329
Mari Jibu,9330
David Pickering,9331
Tulku Urgyen Rinpoche,9332
Barbara Deming,9333
Carol Taylor,9334
William Renwick,9335
Associate Professor of Music Theory William Renwick,9336
Michelle Slatalla,9337
Joshua Quittner,9338
Horst Marschner,9339
Petra Marschner,9340
Ernest Hebert,9341
Vladimir Voĭnovich,9342
Les Hatton,9343
David Markson,9344
Michael Ashley,9345
William Contento,9346
Stephen Briggs,9347
Terence Scully,9348
Linda A. Fairstein,9349
Ann Ward Radcliffe,9350
Nathan Archer,9351
Nancy Taylor Rosenberg,9352
Robert N. Munsch,9353
Holly Harris,9354
Michael Kusugak,9355
Paul R. Krugman,9356
Nancy Ann Richardson,9357
Eric Weisbard,9358
Craig Marks,9359
Ann Laura Stoler,9360
Willy Brandt Distinguished University Professor of Anthropology and Historical Studies Ann Laura Stoler,9361
Camellia Panjabi,9362
Herlin Riley,9363
Johnny Vidacovich,9364
Dan Thress,9365
Stuart Friebert,9366
David Young,9367
Gregory Shaw,9368
Bernard Ashley,9369
Mary Fulbrook,9370
Professor of German History Mary Fulbrook,9371
Paul R. House,9372
Patricia Kennealy-Morrison,9373
Sarah Perry,9374
Helen Oxenbury,9375
Paul Sloane,9376
Des MacHale,9377
Robin D. Chmelar,9378
Sally Sevey Fitt,9379
Karl Keating,9380
Lawrence Wright,9381
Christopher Idone,9382
Isabel Wilner,9383
Peter J. James,9384
Nick Thorpe,9385
I. J. Thorpe,9386
Janet Campbell Hale,9387
Dennis Eugene Engleman,9388
Vonda N. McIntyre,9389
Peggy Thompson,9390
Saeko Usukawa,9391
Roger C. Schank,9392
Claire Cooperstein,9393
Robin Dunbar,9394
Robin Ian MacDonald Dunbar,9395
Professor of Evolutionary Anthropology Robin Dunbar,9396
Richard Barrios,9397
Ann Rinaldi,9398
Scott G. Gier,9399
Joanna Russ,9400
Amadea Morningstar,9401
Mary Matalin,9402
James Carville,9403
Estelle Condra,9404
Jeffrey VanVonderen,9405
Bernice L. Hausman,9406
William S. Burroughs,9407
Nancy Tuckerman,9408
Amy Vanderbilt,9409
Nancy Dunnan,9410
Irvin D. Yalom,9411
Julian Talbot Pring,9412
Andrew Linzey,9413
GRAHAM GRIFFITHS,9414
William Ashcroft,9415
FRANCES M. ASHCROFT,9416
Robert and Florence McDonnell Professor of East European Studies Norman M Naimark,9417
Barbara Barstow,9418
Judith Riggle,9419
Stanley Hauerwas,9420
Carol A. Wiley,9421
Thomas Hardy,9422
Barbara Leaming,9423
Courtney Reeder Jones,9424
Thomas Paine,9425
David Wenham,9426
Morgan D. Jones,9427
Subrahmanyan Chandrasekhar,9428
Marvin E. Gettleman,9429
Jane Franklin,9430
Marilyn Blatt Young,9431
Howard Bruce Franklin,9432
Ari Arthur Hoogenboom,9433
Professor Ari Hoogenboom,9434
William Faulkner,9435
STL,9436
Thomas Nelson Incorporated,9437
Thomas Nelson Publishers,9438
Philip B. Kunhardt,9439
Peter W. Kunhardt,9440
Martin Heidegger,9441
Aristotle,9442
Richard Polt,9443
T. J. Knab,9444
John Wortabet,9445
Harvey Porter,9446
Joy Hendry,9447
Publius Papinius Statius,9448
John Stone,9449
Ron Meyer,9450
Ronald C. Meyer,9451
Jon Winokur,9452
Carmen Bernos de Gasztold,9453
Rumer Godden,9454
Barry Moser,9455
John Michael Cohen,9456
Mark Julian Cohen,9457
Wystan Hugh Auden,9458
Edward Mendelson,9459
Paul Haffner,9460
David Armentrout,9461
Patricia Armentrout,9462
Richard Huelsenbeck,9463
Hugo Ball,9464
Walter Serner,9465
Maria Hinojosa,9466
Curt Johnson,9467
Richard Claire Anderson,9468
Paul Oppenheimer,9469
Kenneth A. Brown,9470
Naomi Baumslag,9471
Dia L. Michels,9472
Tom Dongo,9473
Linda Bradshaw,9474
Seichō Matsumoto,9475
Isabelle Harper,9476
Jane Peart,9477
Andrew White,9478
Barbara Lawatsch-Boomgaarden,9479
Jozef IJsewijn,9480
Mala Gitlin Betensky,9481
Martin Gardner,9482
Ingrid Bergman,9483
Alan Burgess,9484
Peter Bodo,9485
Richard C. Trexler,9486
Helen Garner,9487
Geri Keams,9488
Andy Pasztor,9489
Marge Jones,9490
E. Grant Jones,9491
Jacob Blaustein Professor of International Organization and Conflict Resolution and Director of African Studies I William Zartman,9492
John Caldwell Holt,9493
Vincent Icke,9494
Margaret Hallissy,9495
Vilhelm Moberg,9496
Anzia Yezierska,9497
Tracy Thompson,9498
Carl A. Posey,9499
Gahan Wilson,9500
Peter Douglas Ward,9501
James R. Wilson,9502
Editors of Threads,9503
Maj Lindman,9504
Skip Press,9505
Jawanza Kunjufu,9506
TED AUTOR HONDERICH,9507
Kate William,9508
Adrian Milton,9509
Tryggve N. D. Mettinger,9510
Katharine Ross,9511
Harold Meyerson,9512
Ernest Harburg,9513
Cyrillus Alexandrinus,9514
St. Cyril of Alexandria,9515
Saint Cyril (Patriarch of Alexandria),9516
Justin Cartwright,9517
James M. Gabler,9518
Frederick L. Covan,9519
Carol Kahn,9520
B. Traven,9521
Ralfka Gonzalez,9522
Ana Ruiz,9523
Susan Roth,9524
Bonnie Holt Ambrose,9525
Sharon Gillenwater,9526
Bill Hufnagle,9527
Joan B. Manley,9528
Mary Oliver,9529
Edward Lucie-Smith,9530
John Edward MacKenzie Lucie-Smith (dichter en kunstcriticus),9531
Sidney L. Matthew,9532
Dennis Etchison,9533
Jordan Almond,9534
James D. Whitehead,9535
Evelyn Eaton Whitehead,9536
Lady Borton,9537
Martha P. Leape,9538
Susan M. Vacca,9539
Michael R. Gordon,9540
General Bernard E. Trainor,9541
Meredith Maran,9542
Gita Rajan,9543
Radhika Mohanram,9544
Brett Davis,9545
Stan Berenstain,9546
Jan Berenstain,9547
April Halprin Wayland,9548
Robert Westbrook,9549
Bob Donath,9550
Burt Ward,9551
Stanley Ralph Ross,9552
Diana Tixier Herald,9553
Betty Rosenberg,9554
Andrew Wheatcroft,9555
Jennifer Ackerman,9556
Christopher P. Nicholson,9557
Richard J. Komp,9558
Susan King,9559
Evangeline Bruce,9560
Alain Finkielkraut,9561
Neil Rennie,9562
Rennie Neil,9563
Mark Brickell,9564
Sam Wellman,9565
Margarette S. Reid,9566
Gilbert E. Kaplan,9567
Steve Gillette,9568
Dorothy Leigh Sayers,9569
Nick Evangelista,9570
Columbia University. College of Physicians and Surgeons,9571
Columbia-Presbyterian Medical Center,9572
Elizabeth Ferber,9573
Harry Browne,9574
Suzanne G. Frayser,9575
Thomas J. Whitby,9576
Walt Whitman,9577
Irene Radford,9578
Roger Evans,9579
Henri Matisse,9580
Jack D. Flam,9581
Galen A. Rowell,9582
Trevor C. Bailey,9583
Anthony C. Gatrell,9584
Rex Stout,9585
Christopher J. Klicka,9586
Rebecca Moesta,9587
Lynette Ruschak,9588
Diana G. Gallagher,9589
Rodney Barfield,9590
Mike Vines,9591
Ingrid Hult Trobisch,9592
Maryjo Koch,9593
Jonathan Shipton,9594
Heinrich Böll,9595
St. Jude,9596
R. U. Sirius,9597
Bart Nagel,9598
H. W. Baldwin,9599
Dennis King,9600
Anthony Quinn,9601
Daniel Paisner,9602
Tim Pears,9603
Melanie Sachs,9604
Jackie French Koller,9605
Ronald J. Lewis,9606
Nigel Pennick,9607
Elizabeth D. Leonard,9608
Margarethe Cammermeyer,9609
Chris Fisher,9610
Ed Readicker-Henderson,9611
Stephen Kotkin,9612
Marcus Clapham,9613
Joseph G. Rosa,9614
Robert J. Lamphere,9615
Tom Shachtman,9616
Randall Rothenberg,9617
W. Charisse Goodman,9618
Herbert Lockyer,9619
Saint Augustine (of Hippo),9620
Saint John Chrysostom,9621
Eddie S. Meadows,9622
"Garland Publishing, Incorporated",9623
Tom Sawyer,9624
Arthur David Weingarten,9625
Sergio Adorni,9626
Karen Primorac,9627
Nat G. Bodian,9628
Akron,9629
Hajo Banzhaf,9630
Aleister Crowley,9631
Anne Brontë,9632
Bill Martin,9633
Cynthia Ulrich Tobias,9634
Dick Francis,9635
Anthony A. Hoekema,9636
Cornelius Ryan,9637
Venedikt Erofeev,9638
Lisa D. Campbell,9639
Erich Fromm,9640
John L. Bull,9641
John Farrand,9642
Michael Newton,9643
Doris Lessing,9644
Raymond T. McNally,9645
Radu Florescu,9646
Victoria Holt,9647
Heather Busch,9648
Burton Silver,9649
Darrell L. Bock,9650
Leonard Cohen,9651
Sandra Cisneros,9652
John Cunyus Hodges,9653
John Keats,9654
Don Starkell,9655
Andrzej Zaniewski,9656
Howard Irving Chapelle,9657
Bill Carter,9658
Frank J. Tipler,9659
Professor of Mathematical Physics Frank J Tipler,9660
Amos Tutuola,9661
Dougal Robertson,9662
Charlene Raddon,9663
Elizabeth Jane Howard,9664
Maryse Condé,9665
James S. Coleman,9666
Richard Gilliam,9667
Edward E. Kramer,9668
Ken Saro-Wiwa,9669
Robert Burns,9670
Henry Kisor,9671
Monica Dickens,9672
Tom Hopkins,9673
L. Neil Smith,9674
Wilfred Owen,9675
Julia Lina Sauer,9676
Dave Wolverton,9677
Charles Sale,9678
William Kermode,9679
Edmund White,9680
Lee Davis,9681
John Dittmer,9682
Linda King Newell,9683
Valeen Tippetts Avery,9684
Bob Buford,9685
Vivian Stuart,9686
Василий Аксенов,9687
W. E. B. Griffin,9688
David Godwin,9689
Wilbur T. Albrecht,9690
Ellie Cutler,9691
staff of O'Reilly Media,9692
Spike Milligan,9693
ʻAbd al-Qādir al-Jīlānī,9694
Ibn-Abī-Ṣāliḥ ʿAbd-al-Qādir al-Ǧīlānī,9695
Muḥyī al-Dīn ʿAbd al-Qādir al-Ǧīlānī,9696
ʻAbdul-Qādir al-Jīlānī,9697
R. A. Salvatore,9698
Russell D. Roberts,9699
W. Bruce Lincoln,9700
Deb Brammer,9701
Lillian Eugenia Smith,9702
Ian Serraillier,9703
Joy Kogawa,9704
Brooke Stevens,9705
Andrew Beyer,9706
Reed Arvin,9707
Claudia Durst Johnson,9708
Catherine Austin,9709
Carl Koch,9710
Ogden Nash,9711
Robin Hemley,9712
Dave Barry,9713
Kevin Kelly,9714
Alexander Walker,9715
Jack Zipes,9716
Dee Alexander Brown,9717
William F. Buckley (Jr.),9718
Richard Reynolds,9719
Clifford D. Simak,9720
Clyde Robert Bulla,9721
Ronald L. Graham,9722
Donald Ervin Knuth,9723
Oren Patashnik,9724
Kathryn McCamant,9725
Charles Durrett,9726
Ellen Hertzman,9727
Byron J. Good,9728
Good,9729
William Hoffman,9730
Lake Headley,9731
Christine Brooke-Rose,9732
Darian North,9733
James B. North,9734
Robert Haas,9735
George Samuel Schuyler,9736
Louise Moeri,9737
Newt Gingrich,9738
Richard K. Armey,9739
Republican National Committee,9740
Dick Armey,9741
Roger Shattuck,9742
Darius M Rejali,9743
Harold L. Wade,9744
Walter Diethelm,9745
Ken Buchanan,9746
Debby Buchanan,9747
Ben Penglase,9748
Human Rights Watch (Organization),9749
Marlys Millhiser,9750
Midge Ellis Keeble,9751
S. N. Balagangadhara,9752
Philip Baczewski,9753
John B. Thomson,9754
Tim Kahn,9755
H. Nigel Thomas,9756
Hans A. Ostrom,9757
William Ormond Mitchell,9758
George Borden,9759
Ellis Peters,9760
Anthony David Moody,9761
Scott Thybony,9762
Barbara Lee Bleau,9763
Willard Eugene Peterson,9764
Sophie D. Coe,9765
Susanna Napierala,9766
H. Frank Cervone,9767
James Dallen,9768
Unica Zurn,9769
Unica Zürn,9770
Jeffrey Allen,9771
Alan M. Tigay,9772
Guy de Maupassant,9773
Joseph Moncure March,9774
Ira Bruce Nadel,9775
Steven Schwartzman,9776
Robert Stone,9777
Adolf Schaller,9778
Nolan Dennett,9779
Douglas Messerli,9780
Mac Wellman,9781
David Budbill,9782
Lynn Keller,9783
Thelma J. Foster,9784
Cecil Maurice Bowra,9785
Lawrence H. Schiffman,9786
"Ethel and Irvine Edelman Professor of Hebrew and Judaic Studies Lawrence H Schiffman, PH D",9787
Stanley Kauffmann,9788
Francisco X. Mora,9789
Donald R. Katz,9790
Katz,9791
Jack Santino,9792
Judith K. Brodsky,9793
John R. Horner,9794
Don Lessem,9795
Jean Cocteau,9796
Maj Gen Jagjit Singh,9797
Daniel Patrick Moynihan,9798
Matthew Sartwell,9799
Morgan J. Roberts,9800
Charles Higham,9801
Director Plant Biology Division Richard A Dixon,9802
R. A. Dixon,9803
Robert A. Gonzales,9804
Reader Plant Biology Plant Biology Division Robert A Gonzales,9805
Schim Schimmel,9806
Herbert Ford,9807
Daisy Newman,9808
Bernard Bailyn,9809
Chris Woodyard,9810
Geoffrey Barraclough,9811
Christine Harris,9812
Vincent LoBrutto,9813
Sally Belfrage,9814
Lito Tejada-Flores,9815
Jack McKinney,9816
Boone T. Guyton,9817
Ajit Mookerjee,9818
Renato Vesco,9819
David Lee Harrison,9820
Constance R. Ahrons,9821
Ken Hemphill,9822
Harvey Arden,9823
Eugene D. Genovese,9824
John Riley,9825
LiMin Fu,9826
Mick St. Michael,9827
Janet Farrell Brodie,9828
Russell Edson,9829
Michael Mullin,9830
Sue Pierce,9831
Verna Suit,9832
Stephen L. Carter,9833
John Cheever,9834
Robert Joseph Miller,9835
Mark Shepherd,9836
Brian Masters,9837
Judith Lynn Sebesta,9838
Larissa Bonfante,9839
Cooper Edens,9840
William Henry Lewis,9841
Claire Sterling,9842
Benjamin P. Bowser,9843
Gloria Bennett,9844
Theoni Pappas,9845
Leah Rewolinski,9846
Alfred McBride,9847
Roy K. Holcomb,9848
Samuel K. Holcomb,9849
Thomas K. Holcomb,9850
Rusel DeMaria,9851
John Callahan,9852
Cassie Edwards,9853
Robert L. Cohn,9854
Belva Plain,9855
Paul G. Halpern,9856
Dave Marsh,9857
Ken Carey,9858
Lawrence Sanders,9859
Len Deighton,9860
bert Lang,9861
David Wark Griffith,9862
David G. Chandler,9863
Desmond Mpilo Tutu (archevêque.),9864
Desmond Tutu,9865
Bob Reiss,9866
John Peter,9867
Gary Born,9868
Debbie Dadey,9869
Paul A. Fisher,9870
Gilles Néret,9871
Auguste Rodin,9872
Sally Hobart Alexander,9873
Marie Via,9874
Marjorie B. Searl,9875
Robert Garrison Elliott,9876
Gordene Olga MacKenzie,9877
Cindy Villarreal,9878
Peter Van der Linden,9879
David Martino,9880
Gary Bender,9881
Michael L. Johnson,9882
Alan T. Nolan,9883
João Cabral de Melo Neto,9884
Grady Booch,9885
Distinguished College Professor and Senior Fellow Emeritus Donald B Kraybill,9886
Donald B. Kraybill,9887
Marc Alan Olshan,9888
Martin Middlebrook,9889
Frances E. Karttunen,9890
Sigmund Freud,9891
C. G. Jung,9892
Alan McGlashan,9893
Dori Sanders,9894
Nigel Reece,9895
Christiane Dalton,9896
Barbara Seidlhofer,9897
Lesley Bremness,9898
Michael Omi,9899
Howard Winant,9900
Professor Howard Winant,9901
Jane Haddam,9902
Peter H. Salus,9903
Sandy Johnson,9904
Margie Schultz,9905
Gaynor Goffe,9906
Anna Ravenscroft,9907
Richard M. Restak,9908
Richard Restak,9909
Ed M. Van der Maas,9910
Bernie Roehl,9911
Ramzi M. Salti,9912
Kay Chorao,9913
Madhu Dubey,9914
Professor of African American Studies Madhu Dubey,9915
Diane Jezic,9916
Elizabeth Wood,9917
Tom Stoppard,9918
Nicholas Meyer,9919
Terence K. McKenna,9920
Alfred Runte,9921
Erik Barnouw,9922
Formerly Dean of the School of Arts and Founder of the Film Division Erik Barnouw,9923
Tabitha King,9924
Heinrich Cornelius Agrippa von Nettesheim,9925
Susan Stewart,9926
Xiaoxiaosheng,9927
Sophie Treadwell,9928
Italo Svevo,9929
Richard Hall,9930
Barbara Vine,9931
Peter Mayle,9932
Charlie Chin,9933
Stuart A. Kauffman,9934
Member of the Santa Fe Institute and Professor of Biochemistry Stuart A Kauffman,9935
Cecelia Holland,9936
John Peterson,9937
Mabel Maney,9938
John Joseph Collins,9939
Adela Yarbro Collins,9940
Timothy Masters,9941
Paul Meier,9942
Daniel Clowes,9943
Robert Louis Stevenson,9944
Tim Middleton,9945
Alan Lomax,9946
Stella Otto,9947
Ravindra K. Ahuja,9948
Thomas L. Magnanti,9949
James B. Orlin,9950
Sebastian Faulks,9951
John Forester,9952
Walter B. Shurden,9953
David Birch,9954
Robert H. Eisenman,9955
Michael Owen Wise,9956
Richard E. Leakey,9957
Roger Lewin,9958
John R. Kohlenberger,9959
Rudolf Kippenhahn,9960
Fleur Jaeggy,9961
R. C. Tiwari,9962
R. S. Sharma,9963
U. Tiwari,9964
Krishna Vikal,9965
Rosalie Riegle Troester,9966
John Keay,9967
Ian Billinghurst,9968
Jaroslav Hašek,9969
Henry George Liddell,9970
Robert Scott,9971
Stephen T. Davis,9972
Ronald Stuart McGregor,9973
"Richard L. Pratt, Jr.",9974
Janet Groene,9975
Gordon Groene,9976
Jessica Tarahata Hagedorn,9977
Abraham B. Yehoshua,9978
P. G. de Gennes,9979
J. Prost,9980
Bob Greene,9981
D. G. Fulford,9982
Robert Rodi,9983
Joan Wester Anderson,9984
Witold Rybczynski,9985
Amos Oz,9986
Christopher Santoro,9987
Tim Binding,9988
Linda Jean Shepherd,9989
Francis J. Sheed,9990
Rachael F. Heller,9991
Richard Ferdinand Heller,9992
William Perkins Spence,9993
Jim Schutze,9994
Marty Jezer,9995
Saint Thomas (Aquinas),9996
William A. McGarey,9997
Budd Schulberg,9998
David Feldman,9999
Muhammad Asad,10000
Maurice Blanchot,10001
David H. Rosenthal,10002
Suzanne Elizabeth Cahill,10003
Karen Jo Torjesen,10004
Robert Schenkkan,10005
Lesley Brown,10006
Leonardo Sciascia,10007
Jack Seabrook,10008
Chris Crocker,10009
S. K. Bollin,10010
Cyril Lionel Robert James,10011
James Herriot,10012
Barbara Nechis,10013
William Russell Bascom,10014
Robert L. O'Connell,10015
Tom Birdseye,10016
Bill Klein,10017
Thomas Edward Lawrence,10018
James Baldwin,10019
Norman Becker,10020
Brigitte Jordan,10021
Bill Montague,10022
Ananda Kentish Coomaraswamy,10023
Bill Russell,10024
Sally Noll,10025
Alfred Marshall,10026
Beverly Lewis,10027
Hsiao-hsiao-sheng,10028
Julia Engelhardt,10029
Bob Tamarkin,10030
John Peacock,10031
Christian Lacroix,10032
Sidney Saylor Farr,10033
María Herrera-Sobek,10034
T. Obinkaram Echewa,10035
Olivia St. Claire,10036
Melissa Lowell,10037
Yasushi Inoue,10038
Germán Bleiberg,10039
Maureen Ihrie,10040
Janet Pérez,10041
Paul R. Smith,10042
Gilbert Strang,10043
Noel J. Everard,10044
Lynda Barry,10045
Christopher Lampton,10046
Aemilia Lanyer,10047
Melvin D. Levine,10048
Gabriele Kass-Simon,10049
Patricia Farnes,10050
Deborah Nash,10051
John Henrik Clarke,10052
Catherine Bruzzone,10053
Illona Linthwaite,10054
Michael Fumento,10055
Chuck Shepherd,10056
P. J. Plauger,10057
Wolfgang Iser,10058
G. I. Williamson,10059
Buzz Callaway,10060
Margaret Yorke,10061
Amy Cohn,10062
Aryeh Kaplan,10063
Yaakov Elman,10064
Israel ben Gedaliah Lipschutz,10065
Donald H. Chew,10066
Mark A. Clements,10067
Géza Vermès,10068
Greg Anderson,10069
Anthony Alofsin,10070
Betsy Gould Hearne,10071
Shelly Thacker,10072
Dennis De Champeaux,10073
Penelope Faure,10074
Helen Hughes Vick,10075
Karl Taube,10076
Roy S. Kalawsky,10077
Bernard Knox,10078
Deirdre Purcell,10079
Donald J. Wheeler,10080
Jane Feuer,10081
T. R. Storey,10082
Eric Weiner,10083
Marion Holland,10084
Radomír Pleiner,10085
B. G. Scott,10086
Gerda Lerner,10087
Angela (of Foligno),10088
"Angela, of Foligno, 1248?-1309",10089
Sergiĭ Bulgakov,10090
Sergeĭ Nikolaevich Bulgakov,10091
William Fortune Smith,10092
Gerald H. Anderson,10093
Vincent M. Colapietro,10094
Marguerite Porete,10095
Carol M. Cummings,10096
Caroline Westbrook Arnold,10097
Ama R. Saran,10098
"De Lancey, Frenzella Elaine",10099
Brenda Child,10100
Barbara Frye,10101
Michael Craig Clatts,10102
Denise Drevdahl,10103
Lourdes Arguelles,10104
Sheila P. Davis,10105
Alice Longman,10106
Cora A. Ingram,10107
Priscilla Ferguson Clement,10108
Linda Dumas,10109
Katherine Fennelly,10110
Michelle A. Saint-Germain,10111
Wonda Lee Fontenot,10112
Diane K. Lewis,10113
Joanne B. Mulcahy,10114
Lois Lyles,10115
Shirley A. Hill,10116
Robert Hughes,10117
Fran Leeper Buss,10118
Director the Institute for the Arts and Humanities Stanley Weintraub,10119
Stanley Weintraub,10120
Eric Steinberg,10121
Emily Brontë,10122
Neil Strauss,10123
Dave Mandl,10124
Rosemary Verey,10125
Andrew Lawson,10126
Jean Sturgis,10127
