author,author_id
Toby Young,17987
Wayne Robert Williams,17988
Maxwell Taylor Kennedy,17989
Clarence Larkin,17990
Robert A. Day,17991
Barbara Gastel,17992
Judith D. Singer,17993
John B. Willett,17994
Charles William Eliot Professor John B Willett,17995
John B.. Willett,17996
Siva Vaidhyanathan,17997
Dick Morris,17998
Eileen McGann,17999
Isaac Newton,18000
Eden Robinson,18001
Deborah Layton,18002
Leonard Peltier,18003
Nancy C. Muir,18004
Scott Mcmillion,18005
Claude Anshin Thomas,18006
R. Newton Mayall,18007
Margaret Mayall,18008
Jerome Wyckoff,18009
Andrea Dworkin,18010
Henry Steele Commager,18011
Donald L. Miller,18012
Fred Davis,18013
Laura Krauss Melmed,18014
Jeanne M. Dams,18015
Margaret K. Wetterer,18016
Barthe DeClements,18017
Donald Antrim,18018
Snorri Sturluson,18019
Douglas Florian,18020
Lee Goldman,18021
Anne Bernays,18022
Patricia Henley,18023
Julia Cook,18024
Will Randall,18025
Karen Schaler,18026
Mark J. Plotkin,18027
Roger Jahnke,18028
Fyodor Dostoevsky,18029
James Allen Hewett,18030
C. Michael Robbins,18031
Steven R. Johnson,18032
Kate Clifford Larson,18033
Mendocino Press,18034
Laurien Gardner,18035
Amit Goswami,18036
Bonny Becker,18037
Adam Tooze,18038
Sara Quin,18039
Tegan Quin,18040
Melanie Falick,18041
Gary D. Schmidt,18042
Beverly Donofrio,18043
Jim Trelease,18044
Danielle Lazarin,18045
Lois Keffer,18046
S. M. Plokhy,18047
John D. Walsh,18048
Roma Ligocka,18049
Jenny Offill,18050
Axie Oh,18051
Marcia Muller,18052
Judy Fong Bates,18053
Ray Dalio,18054
"Hebert, Mike",18055
Ilima Todd,18056
Richard L. Bushman,18057
Curzio Malaparte,18058
Toni Dwiggins,18059
Richard Maurice Bucke,18060
David Gilmour,18061
Padre Alberto Cutie,18062
Philippa Ballantine,18063
Will Schmied,18064
James Chellis,18065
Laura Penny,18066
Marion Husband,18067
Mordecai Roshwald,18068
David Treuer,18069
Brian Aldiss,18070
Lillian Schlissel,18071
Sonia Manzano,18072
Leon L. Morris,18073
George Lakoff,18074
Mark Johnson,18075
John McCain,18076
Mark Salter,18077
Don Everts,18078
Carol Fenner,18079
Samantha Glen,18080
Rich Zubaty,18081
Lori Aurelia Williams,18082
"Charles W. Freeman, Jr.",18083
Andrew Carnegie,18084
Roger Lea MacBride,18085
Neal E. Snider,18086
Andrea Davis Pinkney,18087
Stephen Alcorn,18088
Jamie Oliver,18089
Simon Ings,18090
Percy Fitzpatrick,18091
E. Caldwell,18092
Dwayne Bailey,18093
Heather Bailey,18094
Pia Mellody,18095
Andrea Wells Miller,18096
J. Keith Miller,18097
Kathy Hirsh-Pasek,18098
Roberta Michnick Golinkoff,18099
Diane Eyer,18100
Traci DePree,18101
James Kakalios,18102
Tim Pat Coogan,18103
Christopher Marlowe,18104
George A. Romero,18105
Vrank Post,18106
David Stevenson,18107
Lisa Barnes,18108
Lee Livingood,18109
Patricia Morrisroe,18110
Matt A. Bernstein,18111
Kevin F. King,18112
Xiaohong Joe Zhou,18113
Diane Fanning,18114
Paul Prudhomme,18115
Barbara Nichol,18116
Theodore Friend,18117
Catherine Orenstein,18118
Antonio Rigopoulos,18119
Beatriz Galimberti Jarman,18120
Roy Russell,18121
Carol Styles Carvajal,18122
Nicholas Rollin,18123
Jenifer Corr Morse,18124
C. M. Waggoner,18125
Emily A. Craig,18126
Jerry Langton,18127
Christy Brown,18128
Robert Aickman,18129
Loung Ung,18130
N E Genge,18131
Christopher Stasheff,18132
John Maynard Smith,18133
Brian K. Vaughan,18134
Stephen Kern,18135
Annalee Jacoby,18136
Roni Schotter,18137
Kyrsten Brooker,18138
Allen Dulles,18139
Suzanne Braun Levine,18140
Hella Winston,18141
Claudia Mauner,18142
Elisa Smalley,18143
Neil Hanson,18144
Earl A. Coddington,18145
Cecil Harris,18146
David Brion Davis,18147
John Loren Sandford,18148
Titus Joseph,18149
Sarah Stonich,18150
Laetitia Colombani,18151
Stephen T. Asma,18152
Linda Hirshman,18153
Kalle Lasn,18154
Matthew Hoffman,18155
Laura Staton,18156
Sarah Perron,18157
Jill Gregory,18158
Karen Tintori,18159
R. Paul Stevens,18160
George Lopez,18161
Angela Thomas,18162
Bonnie Leon,18163
A.C. Crispin,18164
Liana Romulo,18165
Josepha Sherman & Susan Shwartz,18166
Max Hardberger,18167
Nichola Fletcher,18168
Staff Of Fresh Boiled Peanuts,18169
Paul Krugman,18170
Karl Popper,18171
Edwin B. Coddington,18172
Carol Adrienne,18173
Broos Campbell,18174
Amby Burfoot,18175
Nicholas Wade,18176
Peter Lynch,18177
John Rothchild,18178
Gerhard L. Weinberg,18179
Eileen Goudge,18180
William Makepeace Thackeray,18181
Judy Donnelly,18182
Shoba Narayan,18183
Jonathan Barnes,18184
Professor of Ancient Philosophy Jonathan Barnes,18185
Kenneth Richard Samples,18186
Jack Countryman,18187
Jeffrey Marx,18188
Rob Price,18189
Robert Carroll,18190
Stephen Prickett,18191
William McCleery,18192
T. L. Huchu,18193
William M. Tsutsui,18194
Paul Sperry,18195
Robert K. Tanenbaum,18196
Peter S. Greenberg,18197
Steven Brill,18198
Bessie Head,18199
Rabih Alameddine,18200
"Leitch, Vincent B",18201
"Cain, William E",18202
Michelle Williams,18203
L.D. Harkrader,18204
Karyn Siegel-Maier,18205
Alyssa Satin Capucilli,18206
Pam Houston,18207
Roy Johansen,18208
Edwin R. Thiele,18209
Richard North Patterson,18210
Elizabeth Lluch,18211
Alex A. Lluch,18212
Derek Lin,18213
Tommy Nelson,18214
Mackinlay Card,18215
Linda Ward Beech,18216
"Scholastic, Inc. Staff",18217
Chantele Sedgwick,18218
D. N. Dwivedi,18219
Dianne Day,18220
Bill Moyers,18221
Crosby Bonsall,18222
Andrew H. Knoll,18223
Ken Blackburn,18224
Jeff Lammers,18225
Anne Whiston Spirn,18226
Rupert Gethin,18227
Ellen Gilchrist,18228
Richard Bessel,18229
Isabella Rossellini,18230
Connor Franta,18231
"Herbert Benson, M.D.",18232
Miriam Z. Klipper,18233
Mitchell Bornstein,18234
Patricia Beatty,18235
Jane Aiken Hodge,18236
J. Drew Lanham,18237
J.R. Ward,18238
Mary Kole,18239
Henry Kamen,18240
R. H. Bruce Lockhart,18241
Frank DeCaro,18242
M. D. Herter Norton,18243
Barbara Parker,18244
Sheldon Kopp,18245
Sherwood Smith,18246
Annabeth Albert,18247
"Mark Epstein, M.D.",18248
Joseph O'Rourke,18249
Olin Professor of Computer Science Joseph O'Rourke,18250
Associate Professor of Computer Science Joseph O'Rourke,18251
Hans Goebeler,18252
John Vanzo,18253
Malcolm Muggeridge,18254
Mine Yoshizaki,18255
Connie Roop,18256
Peter Roop,18257
Marit Weisenberg,18258
Sophie McKenzie,18259
Cindy Glovinsky,18260
Sylvianne Diouf,18261
Lynn Abercrombie,18262
Roseanne Thong,18263
Bernadette Brady,18264
Josie Litton,18265
James Canon,18266
James Cañón,18267
M. William Phelps,18268
Nadia Gordon,18269
Kathy Tucker,18270
Sheila Watson,18271
Franklyn M. Branley,18272
R.A. Torrey,18273
Paul Wilson,18274
Ann Morris,18275
Lee Server,18276
Craig Holden,18277
Lorna Barrett,18278
Patrick K. O'Donnell,18279
J. D. O'Connor,18280
Blanche Fisher Wright,18281
Gina Rippon,18282
Cory Silverberg,18283
Henry Chadwick,18284
Al Larson,18285
Marjorie Heins,18286
Eve Rodsky,18287
John R. Claypool,18288
Martin Connors,18289
Jim Craddock,18290
Kerry Kirkwood,18291
Robert E. Belknap,18292
Dale Lowell Morgan,18293
Carol Higgins Clark,18294
David Ellis,18295
Anthony Holden,18296
Bartholomew Gill,18297
Jerome H. Barkow,18298
Leda Cosmides,18299
John Tooby,18300
"Metzger, Richard",18301
Russ Kick,18302
Joe Grand,18303
Albert Yarusso,18304
John Kauffman,18305
David Sussman,18306
Wanda Van Goor,18307
David Margolick,18308
John D. Fitzgerald,18309
Marshall Salter,18310
Barbara Gordon,18311
J. Richard Gott,18312
Sally M. Keehn,18313
Stephen  Baxter,18314
Neil  Gaiman,18315
Roger Fisher,18316
Daniel Shapiro,18317
Charles G. Finney,18318
Judith MacKenzie McCuin,18319
Melissa Nathan,18320
Luigi Pirandello,18321
Bernard Haisch,18322
Jeni Stepanek,18323
Larry Lindner,18324
Mike Dooley,18325
Feng Yuan,18326
Suroosh Alvi,18327
Gavin McInnes,18328
Shane Smith,18329
Hugh Thomas,18330
Scott Turansky,18331
Joanne Miller,18332
H. M. Hoover,18333
Leslie Maitland,18334
Robert O'Neill,18335
S.J. Rozan,18336
Cameron Tuttle,18337
Barbara Nadel,18338
Paul Sevier Minear,18339
Melanie Thorne,18340
Ralph Penny,18341
Ralph John Penny,18342
Ari Seth Cohen,18343
Nancy White Carlstrom,18344
Derek Kidner,18345
Miche Bacher,18346
John Murray,18347
Barbara Ann Brennan,18348
Thomas M. Sipos,18349
Mel Robbins,18350
Kay Redfield Jamison,18351
James O'Donnell,18352
Tzu Chuang,18353
Barbara Shook Hazen,18354
G. Ai,18355
R. Ewart Oakeshott,18356
Laura Dassow Walls,18357
Kate Cann,18358
Ron Susek,18359
Laura Ruby,18360
Gian Biagio Conte,18361
Robert A. Wilson,18362
Jacqueline Lichtenberg,18363
Penny Vincenzi,18364
Wilhelm K. Grimm,18365
Alice Starmore,18366
Clamp,18367
Jameel Zookie McGee,18368
Andrew Collins,18369
Mark Tabb,18370
Chogyam Trungpa,18371
Arthur O. Lovejoy,18372
Doug Wead,18373
Rozanne Lanczak Williams,18374
Iain Pears,18375
E.T.A. Hoffmann,18376
Liana Finck,18377
David K. Johnson,18378
VANCE RANDOLPH,18379
Beryl McAlhone,18380
David Stuart,18381
Olivia Manning,18382
Deborah Larsen,18383
Matteo Pericoli,18384
Harry Beckwith,18385
Delores Fossen,18386
Sarah Kieffer,18387
Kathleen Morgan,18388
Debi Marshall,18389
Joe Randazzo,18390
Nicole Glover,18391
Pat Ennis,18392
Lisa C. Tatlock,18393
Dania Lebovics,18394
Martha Raddatz,18395
Bruce Barcott,18396
Alice Goffman,18397
Thomas W. Hungerford,18398
Ann Rand,18399
Craig Unger,18400
Michelle Dresbold,18401
Bernard Knight,18402
Tyler Anbinder,18403
Maurice O'Sullivan,18404
Naomi Krupitsky,18405
John M. Del Vecchio,18406
Lynn Harold Loomis,18407
Shlomo Sternberg,18408
Robert Low,18409
George M. Taber,18410
Joss Whedon,18411
Harold R. Jacobs,18412
Anne Newgarden,18413
Denis Diderot,18414
Pittacus Lore,18415
J. E. Cirlot,18416
Mark Pilgrim,18417
John Searles,18418
Phil Callaway,18419
Santa Montefiore,18420
Bartolome Las Casas,18421
Jonathan Shay,18422
Stephanie Elizondo Griest,18423
Daniel Glick,18424
Carl Safina,18425
Jane Drake,18426
Ann Love,18427
William Kotzwinkle,18428
Alan Flusser,18429
Daisy Meadows,18430
Thomas Ashley-Farrand,18431
Max Brod,18432
Katherine S. White,18433
Stanley Elkins,18434
Eric McKitrick,18435
David S. Reynolds,18436
David Sacks,18437
Oswyn Murray,18438
Lisa R. Brody,18439
Betsy James,18440
Eric Alterman,18441
Barbara S. Garriel,18442
Robert Arthur,18443
Maggie Righetti,18444
Joan Roughgarden,18445
Constance B. Hieatt,18446
Brenda Hosington,18447
Sharon Butler,18448
James Cagney,18449
Sheldon M. Ross,18450
Rebecca Kai Dotlich,18451
Ryan Gattis,18452
Judyth Groner,18453
Barry Maitland,18454
P. T. Deutermann,18455
Ross Thomas,18456
Redcliffe N. Salaman,18457
Salaman Redcliffe N.,18458
William Glynn Burton,18459
John Fox,18460
Michael Diamond,18461
Adam Horovitz,18462
Kent A. Ono,18463
Sir Walter Scott,18464
Megan Marshall,18465
Georges Bernanos,18466
Michael Green,18467
Carmen Mcguiness,18468
Geoffrey Mcguiness,18469
Mary Jane Clark,18470
K. C. Constantine,18471
Ligon Duncan,18472
Susan Hunt,18473
John Clute,18474
John Grant,18475
Khizr Khan,18476
Lindsey Kelk,18477
John Porcellino,18478
Kamila Shamsie,18479
Louise Peacock,18480
Dalene Matthee,18481
Richard E. Albert,18482
Ronald J. Sider,18483
Paula Volsky,18484
R. Mark Elling,18485
Patrick J. Buchanan,18486
Wes Allison,18487
Stephanie Bogdanich,18488
Molly R. Frisinger,18489
Jessica Morris,18490
John J. Mearsheimer,18491
Frederick Thomas Zugibe,18492
David L. Carroll,18493
Wendy Leigh,18494
Friedrich Durrenmatt,18495
Robert E. Helbling,18496
Clinton McKinzie,18497
Alexander Werth,18498
Erica Jong,18499
Frank Waters,18500
R. D. Laing,18501
Carole Lewis,18502
Joseph E. Persico,18503
Paul L. Maier,18504
Paul Bajoria,18505
John Charles Chasteen,18506
Kathryn Harrison,18507
Rachel Cusk,18508
Billy Collins,18509
José Hernández,18510
Max Blumenthal,18511
Damien Bona,18512
Seymour Reit,18513
Ron Dunn,18514
Richard K. Bernstein,18515
Llewellyn Vaughan-Lee,18516
Irina Tweedie,18517
Robert C. Merton,18518
Nancy Gift,18519
LeRoy Eims,18520
Bruce Brooks,18521
Bill Perkins,18522
Waqas Ahmed,18523
Geerhardus Vos,18524
Joshua Gamson,18525
Libba Moore Gray,18526
Melissa Joan Hart,18527
Gregg Braden,18528
NutriBase,18529
Judy Schachner,18530
Gilbert White,18531
Brendan DuBois,18532
Marsha Norman,18533
Francis Crick,18534
Elizabeth Kuhns,18535
Umberto Quattrocchi,18536
Nawal El Saadawi,18537
Nawāl Saʻdāwī,18538
Glenn Meade,18539
Caitlin Brennan,18540
Viki King,18541
Mick Brown,18542
"Michihiko Hachiya, M.D.",18543
Richard Brookhiser,18544
Basil Pennington,18545
Brian Tacang,18546
Warren Zimmermann,18547
Christopher H. Scholz,18548
Ronald Brachman,18549
Hector Levesque,18550
Maurice Pagnucco,18551
James Scott,18552
Nora Sánchez,18553
J Gordon Melton,18554
Thornton W. Burgess,18555
Julie Hecht,18556
April J. Wells,18557
Richard Ellmann,18558
Fanny Burney,18559
Andrew Ward,18560
Giorgio Vasari,18561
Hyun Jin Kim,18562
Kate Kingsbury,18563
Millman Dan,18564
Theresa Romain,18565
Bee Lavender,18566
Ichiro Kishimi,18567
Fumitake Koga,18568
Aminder Dhaliwal,18569
Jason Hunter,18570
William Crawford,18571
Dan Tow,18572
P.F. Chisholm,18573
John Lescroart,18574
Lorenzo Carcaterra,18575
DK,18576
Lenya Heitzig,18577
Penny Pierce Rose,18578
Jim Kokoris,18579
Delphine Hirsh,18580
Ray Pritchard,18581
Hersh Shefrin,18582
H Hunting,18583
Helena Hunting,18584
Finola Hughes,18585
Digby Diehl,18586
Garrett Hongo,18587
Clare Donoghue,18588
Mary S. Lovell,18589
Larry A. Nichols,18590
George Mather,18591
Alvin J. Schmidt,18592
Harvey Cox,18593
Raymond G. Woolfe Jr.,18594
Editors of Cooking Light Magazine,18595
Gina Spadafori,18596
Paul D. Pion,18597
Mike Wooldridge,18598
Linda Wooldridge,18599
Victoria E. Bynum,18600
Emma Goldman,18601
Mary Ann Fraser,18602
Juan Carlos Onetti,18603
C.H. Spurgeon,18604
Jane Cabrera,18605
Frederick Jackson Turner,18606
Les Kennedy,18607
Mark Whittaker,18608
Lisa D.,18609
John Newman,18610
Sari Solden,18611
"Sari Solden, MS, Lmft",18612
M. L. Longworth,18613
Ann Beattie,18614
Dan Hampton,18615
Hiram Bingham,18616
John Escott,18617
Walter B. Edgar,18618
Victoria De Grazia,18619
Henry Sanoff,18620
Laurence Shames,18621
Peter Barton,18622
Tom Paxton,18623
Jere Longman,18624
Cynthia A. Branigan,18625
Deborah Fletcher Mello,18626
William E. Butterworth IV,18627
Bruce Schneier,18628
Daniel Harms,18629
John Wisdom Gonce,18630
Kim West,18631
Joanne Kenen,18632
Peggy Klaus,18633
Mandi Norwood,18634
Gregg Easterbrook,18635
David J. Skal,18636
Lynn Byczynski,18637
Francois Voltaire,18638
Les Roberts,18639
Dave Bidini,18640
Malcolm Robinson,18641
Lizzie Simon,18642
Carol Bass,18643
Mark G. Sobell,18644
Peter Seebach,18645
Stuart Dybek,18646
Jamie Brenner,18647
Edward P. Meadors,18648
Marjorie Kinnan Rawlings,18649
Deborah Hautzig,18650
Richard Ben Cramer,18651
Ronald Inglehart,18652
Pippa Norris,18653
McGuire Lecturer in Comparative Politics Pippa Norris,18654
Inglehart Ronald,18655
David Daniell,18656
Robert D. Cook,18657
David S. Malkus,18658
Michael E. Plesha,18659
Robert J. Witt,18660
Henry Morton Stanley,18661
Debi Stack,18662
Tim Brooks,18663
Earle F. Marsh,18664
John Waters,18665
Karl Sabbagh,18666
Bob Nelson,18667
Victor Davis Hanson,18668
Eugene Rogan,18669
Joe Sweeney,18670
Randal Root,18671
Joe Schreiber,18672
Jenny Lee,18673
Buddy Levy,18674
Marc Hauser,18675
Johannes Kepler,18676
Kat Martin,18677
Tracy Price-Thompson,18678
Caitlin R. Kiernan,18679
Alan Merrett,18680
Michael Pye,18681
William Meikle,18682
Deborah Moggach,18683
Patrice Karst,18684
Adrian Fortescue,18685
J.B. O'Connell,18686
Alcuin Reid,18687
Pamela Sheldon Johns,18688
John A. Hostetler,18689
Peggy Pond Church,18690
J. Stephen Lang,18691
Nathan Aldyne,18692
David Augsburger,18693
Donald J. Wiseman,18694
Fritz Anderson,18695
Tim Jeal,18696
Steven Heighton,18697
Ann Moyal,18698
Jeremy Massey,18699
Penny Ur,18700
Andrew Wright,18701
Selma Lagerlof,18702
Lysa M. TerKeurst,18703
John Assaraf,18704
Murray Smith,18705
Kimberley Woodhouse,18706
Professor Department of Ethnic Studies Ronald Takaki,18707
Ronald Takaki,18708
David G. Myers,18709
Dan Ryckert,18710
Tish Cohen,18711
John O. Jordan,18712
Douglas Niles,18713
Howie Carr,18714
Alisa Statman,18715
Brie Tate,18716
Ryszard Kapuscinski,18717
John R. Vacca,18718
William Kienzle,18719
Brenda Knight,18720
Michael Korda,18721
Rich Ling,18722
David D. Burns,18723
Phoebe Hoban,18724
Paul du Gay,18725
Globaliserings Professor and Academic Director of the Public-Private Platform Paul Du Gay,18726
Stuart Hall,18727
Linda Janes,18728
Hugh Mackay,18729
Keith Negus,18730
José Maria de Eça de Queirós,18731
Harold M. Edwards,18732
Professor of Sociology Doug McAdam,18733
Doug McAdam,18734
Sidney Tarrow,18735
Charles Tilly,18736
Charles Tarrow,18737
"Director Center for Studies of Social Change and Professor of History and Sociology Charles Tilly, PhD",18738
"Joseph L Buttenwieser Professor of Social Science Charles Tilly, PhD",18739
Eric Knight,18740
Molly E. Holzschlag,18741
Eric Ambler,18742
Maitreyi Devi,18743
Ashley,18744
Jaquavis,18745
Ted Widmer,18746
Pierre Frei,18747
Peg Tittle,18748
Sam Anderson,18749
Louise A. DeSalvo,18750
Mitchell A. Leaska,18751
Peter M. Bracke,18752
Georgius Agricola,18753
Ann Tusa,18754
John Tusa,18755
James Lovelock,18756
Lindsay Clarke,18757
Jacquelin Thomas,18758
Earl Mindell,18759
Scott Simon,18760
Ronnie James Dio,18761
Rebecca Zanetti,18762
Kate Pearce,18763
Catherine Cate Coblentz,18764
Pat Fitzhugh,18765
Patricia Potter,18766
Deborah Simmons,18767
Glynnis Campbell,18768
Helen Hunt Jackson,18769
Jana Hensel,18770
Valorie Fisher,18771
Clarissa Pin Estes,18772
Harold McGee,18773
Kate Seredy,18774
Alexander Speltz,18775
Alan Myers,18776
W. J. Leatherbarrow,18777
Alexander Frater,18778
Dean Sherman,18779
Arthur Yorinks,18780
"Susan Campbel, PhD",18781
Wallace Thurman,18782
Marian Fontana,18783
Jim Henson,18784
A.C.H. Smith,18785
John Gribbin,18786
Leon Leonwood Bean,18787
Mike Scardino,18788
Dion Fortune,18789
Piers Paul Read,18790
Humphrey Cobb,18791
Natalie Kinsey-Warnock,18792
Cheng Man-ch'ing,18793
Ignácio de Loyola Brandão,18794
Ellen Watson,18795
James Patrick Holding,18796
Patricia Rice,18797
Dianne Hofmeyr,18798
Bill Hamilton,18799
Anthony Brundage,18800
Jack Bickham,18801
Joe Sharkey,18802
Virgina Woolf,18803
Eleanor Farjeon,18804
Gilbert Tuhabonye,18805
Howard Engel,18806
Alvin Hall,18807
Louise Bennett Weaver,18808
Helen Cowles LeCron,18809
Sasha Issenberg,18810
Phil G. Goulding,18811
Carol Wyer,18812
Polybius,18813
Tish Rabe,18814
Bridget Collins,18815
Diane di Prima,18816
Melissa Wiley,18817
Brett Ellen Block,18818
Carolyn Chute,18819
Tomi Ungerer,18820
Thomas à Kempis,18821
a Kempis Thomas,18822
Dale Larsen,18823
Sandy Larsen,18824
Hugh Kennedy,18825
Howard Jones,18826
Jenna Solitaire,18827
Douglas C. Jones,18828
Joseph M. Webb,18829
Bill Condon,18830
James David Jordan,18831
Ben Carey,18832
Betina Krahn,18833
Bernard Crick,18834
Sarah Hogle,18835
Carly Phillips,18836
Peter D'Epiro,18837
Mary Desmond Pinkowish,18838
Sharon Gannon,18839
David Life,18840
Nathan Rabin,18841
Richard W. Lewis,18842
Bruce Wagner,18843
Paul F. Boller,18844
Jim Murphy,18845
Lyndsay Faye,18846
Activity Books,18847
Greg Pizzoli,18848
Lynn Hunt,18849
Margaret Jacob,18850
Walter Wangerin Jr.,18851
Gary Groth-Marnat,18852
Pat Zietlow Miller,18853
Arjun Appadurai,18854
J. L. ROBB,18855
Rosamund M. Baird,18856
Norman A. Hodges,18857
Stephen P. Denyer,18858
K. J. Parker,18859
Robert J. Marzano,18860
Hilary Fitzgerald Campbell,18861
Andreas Jopp,18862
Madison Smartt Bell,18863
Diana Darke,18864
G. H. Hardy,18865
Danny Briere,18866
Hurley,18867
Edward Ferris,18868
Niall Williams,18869
Bodil Malmsten,18870
G. P. Taylor,18871
Hiroaki Samura,18872
Karen Michel,18873
J.M. Dillard,18874
Wendy Lesser,18875
Hadley Wickham,18876
Garrett Grolemund,18877
Richard Grant,18878
Christine Kole MacLean,18879
Robert Sheldon,18880
Geoff Moes,18881
Tim Shorrock,18882
Linda Woods,18883
Karen Dinino,18884
Peter Armstrong,18885
Karen Blumenthal,18886
Michael Prestwich,18887
Emily Winfield Martin,18888
Max Morgan-Witts,18889
Imogen Binnie,18890
Tibor Fischer,18891
David Noebel,18892
A. C. Crispin,18893
Sheri Lee Fink,18894
Hermann Broch,18895
Martina Cole,18896
Elizabeth Inchbald,18897
David Buser,18898
Juan T. Llibre,18899
Brian Francis,18900
Dave Sussman,18901
Chris Ullman,18902
Paulo Freire,18903
C. M. Kornbluth,18904
Frederick Pohl,18905
"Elaine N. Aron, Ph.D.",18906
Brian Kilmeade,18907
Don Yaeger,18908
Peter Abelard,18909
Heloise,18910
Hellmut Wilhelm,18911
Willard F. Jr. Harley,18912
Jennifer Harley Chalmers,18913
Deborah Raney,18914
Paul E. Little,18915
David Healey,18916
Elisabeth Brooke,18917
William Hendriksen,18918
Joseph J. Keenan,18919
Isaiah Berlin,18920
Michael O'Shea,18921
John Holt,18922
Ilene Cooper,18923
Elizabeth Mays,18924
Stephanie E. Jones-Rogers,18925
Peggy Noonan,18926
Carol Gelles,18927
Gene Hackman,18928
Stanley Hirshson,18929
Nelson Lankford,18930
John Montroll,18931
Erich Schiffmann,18932
Garry Douglas Kilworth,18933
William H. McNeill,18934
Mark Alder,18935
Howard Reeves,18936
Victor P. Hamilton,18937
Petronius,18938
Dahlia Adler,18939
Margaret Starbird,18940
Daniel L Schacter,18941
Ruth Ben-Ghiat,18942
Kristen Painter,18943
Edward P. Jones,18944
Rick Moody,18945
Robbie Castleman,18946
Ismail Kadare,18947
Sophy Burnham,18948
Steven A. Smith,18949
Jason Rekulak,18950
Joseph Weisberg,18951
Heidi Shink,18952
Rangarajan K. Sundaram,18953
Sundaram Rangarajan K.,18954
Michael Wood,18955
Frederick Douglass,18956
Carin Berger,18957
Thomas Berger,18958
Ben Witherington,18959
A J Cronin,18960
Judith Duerk,18961
Dr. Norman Vincent Peale,18962
Michael Rydelnik,18963
Roland Greene,18964
Stephen Cushman,18965
Clare Cavanagh,18966
Jahan Ramazani,18967
Paul Rouzer,18968
Harris Feinsod,18969
David Marno,18970
Alexandra Slessarev,18971
Dashka Slater,18972
Harold C. Goddard,18973
Ben Austen,18974
David Dreman,18975
Leanne Ely,18976
Lewis Lockwood,18977
M. G. Balme,18978
Maurice Balme,18979
James Morwood,18980
W Bolinbroke Johnson,18981
Douglas H. Erwin,18982
Alberto Fuguet,18983
Catherine Doyle,18984
Scott Harrison,18985
Ed Galing,18986
Kathleen Flynn-Hui,18987
Josephine Humphreys,18988
Wendy Bedwell-Wilson,18989
Charles Fuller,18990
Harold E. Roland,18991
Brian Moriarty,18992
Alex Lluch,18993
Graham Coleman,18994
Gary R. Gruber,18995
Gregory Skomal,18996
Jack Graham,18997
Matt Goldman,18998
Lylas G. Mogk,18999
Marja Mogk,19000
Elizabeth Pantley,19001
Adrian Dater,19002
Mrs. Paul Friederichsen,19003
Jakow Trachtenberg,19004
Sarah Hodgson,19005
Julia Dent Grant,19006
Max Landsberg,19007
Kim Philby,19008
Robert E. Webber,19009
Harry W. Pfanz,19010
Byron Barton,19011
Joe McQ,19012
Seuss,19013
Daniel Johnson,19014
Langer,19015
Stacey Abrams,19016
Scott Jurek,19017
Livi Michael,19018
Patricia Van Tighem,19019
Ben Roman,19020
Wanda Sykes,19021
Emiko Ohnuki-Tierney,19022
John Walkenbach,19023
Guy Endore,19024
Grant Cardone,19025
Sandy Balfour,19026
Andre? Nikolaevich Kolmogorov,19027
Serge? Vasil?evich Fomin,19028
S. V. Fomin,19029
Elizabeth Cleghorn Gaskell,19030
Judy Chicurel,19031
James Tobin,19032
David I. Kertzer,19033
Sarah Mayberry,19034
Pete Blaber,19035
Ellyn Spragins,19036
Ann Jonas,19037
Laura Levine,19038
Bil Keane,19039
Maria Campbell,19040
James C. Donahue,19041
Dick King-Smith,19042
K. Michael Hays,19043
Nick Laird,19044
Harriet Beinfield,19045
Efrem Korngold,19046
Michael Michalko,19047
Judy Hindley,19048
Lael Littke,19049
Ann Turner Warren,19050
John Aubrey Anderson,19051
Michael Cadnum,19052
Alvin Plantinga,19053
Ida Jessen,19054
K.A. Applegate,19055
Marissa Walsh,19056
Kenneth Adams,19057
Rigoberto González,19058
Snoop Dogg,19059
David E. Talbert,19060
Nina Shandler,19061
Charles Rappleye,19062
I. Howard Marshall,19063
A. R. Millard,19064
"John H. Saxon, Jr.",19065
Saxon,19066
Stefan Kanfer,19067
Osip Mandelstam,19068
LeUyen Pham,19069
Jim Carnes,19070
Herbert Tauss,19071
Harry A. Blackmun,19072
Andrea Spalding,19073
Leanne Shear,19074
Tracey Toomey,19075
Eric Davidson,19076
Katherine Maud Elisabeth Murray,19077
Rockwell Kent,19078
Daniel P. Friedman,19079
Matthias Felleisen,19080
Edna Buchanan,19081
Aaron Elkins,19082
Robin Ryan,19083
Tom Parker,19084
Marcus Sachs,19085
Eric Shaw,19086
Ed Stroz,19087
Gail Caldwell,19088
Tosha Silver,19089
Justin Kaplan,19090
Jurgen Malitz,19091
"Admiral James Stavridis, USN",19092
Nicholas Gage,19093
Lola Dodge,19094
David Cressy,19095
Anne Hbert,19096
Mary Hunt,19097
Schuyler Erle,19098
Rich Gibson,19099
Jo Walsh,19100
Will Bagley,19101
John P. Marquand,19102
Wilfried Voss,19103
Archibald Joseph Cronin,19104
Robert Masello,19105
Tom Markert,19106
Steven Wilhelm,19107
Deirdre Le Faye,19108
A.K. Dewdney,19109
Elizabeth Rosner,19110
America's Test Kitchen,19111
National Research Council,19112
Division of Behavioral and Social Sciences and Education,19113
"Board on Behavioral, Cognitive, and Sensory Sciences",19114
Committee on Developments in the Science of Learning with additional material from the Committee on Learning Research and Educational Practice,19115
Richard Linklater,19116
Martin Fletcher,19117
